Message,MessageID,Description,Triggers,Actions,"Data_fields"
"FAILED_ADD_ATTRIBUTE_SCHEMA_CHOICE_VALUES","AMCLI-2152","Unable to add choice value to attribute schema","Execute add attribute schema choice values Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|error_message"
"ATTEMPT_GET_ATTRIBUTE_SCHEMA_CHOICE_VALUES","AMCLI-2155","Attempt to get choice value to attribute schema","Execute get attribute schema choice values Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema"
"SUCCEED_GET_ATTRIBUTE_SCHEMA_CHOICE_VALUES","AMCLI-2156","Choice values are listed","Execute get attribute schema choice values Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema"
"FAILED_GET_ATTRIBUTE_SCHEMA_CHOICE_VALUES","AMCLI-2157","Unable to get choice value to attribute schema","Execute get attribute schema choice values Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|error_message"
"ATTEMPT_REMOVE_ATTRIBUTE_SCHEMA_CHOICE_VALUE","AMCLI-2160","Attempt to remove choice value from attribute schema","Execute remove attribute schema choice values Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema"
"SUCCEED_REMOVE_ATTRIBUTE_SCHEMA_CHOICE_VALUE","AMCLI-2161","Choice value is removed","Execute remove attribute schema choice values Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema"
"FAILED_REMOVE_ATTRIBUTE_SCHEMA_CHOICE_VALUE","AMCLI-2162","Unable to remove choice value to attribute schema","Execute remove attribute schema choice values Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|error_message"
"ATTEMPT_MODIFY_ATTRIBUTE_SCHEMA_TYPE","AMCLI-2170","Attempt to modify attribute schema type","Execute modify attribute schema type Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_type"
"SUCCEED_MODIFY_ATTRIBUTE_SCHEMA_TYPE","AMCLI-2171","Attribute schema type is modified","Execute modify attribute schema type Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_type"
"FAILED_MODIFY_ATTRIBUTE_SCHEMA_TYPE","AMCLI-2172","Unable to modify attribute schema type","Execute modify attribute schema type Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_type|error_message"
"ATTEMPT_MODIFY_ATTRIBUTE_SCHEMA_UI_TYPE","AMCLI-2180","Attempt to modify attribute schema UI type","Execute modify attribute schema UI type Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_UI_type"
"SUCCEED_MODIFY_ATTRIBUTE_SCHEMA_UI_TYPE","AMCLI-2181","Attribute schema UI type is modified","Execute modify attribute schema UI type Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_UI_type"
"FAILED_MODIFY_ATTRIBUTE_SCHEMA_UI_TYPE","AMCLI-2182","Unable to modify attribute schema UI type","Execute modify attribute schema UI type Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_UI_type|error_message"
"ATTEMPT_MODIFY_ATTRIBUTE_SCHEMA_SYNTAX","AMCLI-2190","Attempt to modify attribute schema syntax","Execute modify attribute schema syntax Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_syntax"
"SUCCEED_MODIFY_ATTRIBUTE_SCHEMA_SYNTAX","AMCLI-2191","Attribute schema syntax is modified","Execute modify attribute schema syntax Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_syntax"
"FAILED_MODIFY_ATTRIBUTE_SCHEMA_SYNTAX","AMCLI-2192","Unable to modify attribute schema syntax","Execute modify attribute schema syntax Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_syntax|error_message"
"ATTEMPT_MODIFY_ATTRIBUTE_SCHEMA_I18N_KEY","AMCLI-2200","Attempt to modify attribute schema i18n Key","Execute modify attribute schema i18n Key Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_i18n_Key"
"SUCCEED_MODIFY_ATTRIBUTE_SCHEMA_I18N_KEY","AMCLI-2201","Attribute schema i18n Key is modified","Execute modify attribute schema i18n Key Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_i18n_Key"
"FAILED_MODIFY_ATTRIBUTE_SCHEMA_I18N_KEY","AMCLI-2202","Unable to modify attribute schema i18n Key","Execute modify attribute schema i18n Key Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_i18n_Key|error_message"
"ATTEMPT_MODIFY_ATTRIBUTE_SCHEMA_PROPERTIES_VIEW_BEAN_URL","AMCLI-2210","Attempt to modify attribute schema properties view bean URL","Execute modify attribute schema properties view bean URL Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_properties_view_bean_URL"
"SUCCEED_MODIFY_ATTRIBUTE_SCHEMA_PROPERTIES_VIEW_BEAN_URL","AMCLI-2211","Attribute schema properties view bean URL is modified","Execute modify attribute schema properties view bean URL Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_properties_view_bean_URL"
"FAILED_MODIFY_ATTRIBUTE_SCHEMA_PROPERTIES_VIEW_BEAN_URL","AMCLI-2212","Unable to modify attribute schema properties view bean URL","Execute modify attribute schema properties view bean URL Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_properties_view_bean_URL|error_message"
"ATTEMPT_MODIFY_ATTRIBUTE_SCHEMA_ANY","AMCLI-2220","Attempt to modify attribute schema any value","Execute modify attribute schema any Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_any"
"SUCCEED_MODIFY_ATTRIBUTE_SCHEMA_ANY","AMCLI-2221","Attribute schema any value is modified","Execute modify attribute schema any Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_any"
"FAILED_MODIFY_ATTRIBUTE_SCHEMA_ANY","AMCLI-2222","Unable to modify attribute schema any value","Execute modify attribute schema any Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|attribute_schema_any|error_message"
"ATTEMPT_REMOVE_ATTRIBUTE_SCHEMA_DEFAULT_VALUE","AMCLI-2230","Attempt to remove attribute schema default value","Execute remove attribute schema default values Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|default_value_to_be_removed"
"SUCCEED_REMOVE_ATTRIBUTE_SCHEMA_DEFAULT_VALUE","AMCLI-2231","Attribute schema default value is removed","Execute remove attribute schema default values Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|default_value_to_be_removed"
"FAILED_REMOVE_ATTRIBUTE_SCHEMA_DEFAULT_VALUE","AMCLI-2232","Unable to remove attribute schema default value","Execute remove attribute schema default values Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|default_value_to_be_removed|error_message"
"ATTEMPT_SET_ATTRIBUTE_SCHEMA_VALIDATOR","AMCLI-2240","Attempt to set attribute schema validator","Execute set attribute schema validator Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|validator"
"SUCCEED_SET_ATTRIBUTE_SCHEMA_VALIDATOR","AMCLI-2241","Attribute schema validator is set","Execute set attribute schema validator Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|validator"
"FAILED_SET_ATTRIBUTE_SCHEMA_VALIDATOR","AMCLI-2242","Unable to set attribute schema validator","Execute set attribute schema validator Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|validator|error_message"
"ATTEMPT_SET_ATTRIBUTE_SCHEMA_START_RANGE","AMCLI-2250","Attempt to set attribute schema start range","Execute set attribute schema start range Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|start_range
name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|end_range"
"SUCCEED_SET_ATTRIBUTE_SCHEMA_START_RANGE","AMCLI-2251","Attribute schema start range is set","Execute set attribute schema start range Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|start_range
name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|end_range"
"FAILED_SET_ATTRIBUTE_SCHEMA_START_RANGE","AMCLI-2252","Unable to set attribute schema start range","Execute set attribute schema start range Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|start_range|error_message
name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|end_range|error_message"
"ATTEMPT_SET_ATTRIBUTE_SCHEMA_END_RANGE","AMCLI-2250","Attempt to set attribute schema end range","Execute set attribute schema end range Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|start_range
name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|end_range"
"SUCCEED_SET_ATTRIBUTE_SCHEMA_END_RANGE","AMCLI-2251","Attribute schema end range is set","Execute set attribute schema end range Commandline interface",,"name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|start_range
name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|end_range"
"FAILED_SET_ATTRIBUTE_SCHEMA_END_RANGE","AMCLI-2252","Unable to set attribute schema end range","Execute set attribute schema end range Commandline interface","Look under debug file for more information","name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|start_range|error_message
name_of_service|schema_type|name_of_sub_schema|name_of_attribute_schema|end_range|error_message"
"ATTEMPT_SET_SERVICE_SCHEMA_I18N_KEY","AMCLI-2260","Attempt to set service schema i18n key","Execute set service schema i18n key Commandline interface",,"name_of_service|i18n_key"
"SUCCEED_SET_SERVICE_SCHEMA_I18N_KEY","AMCLI-2261","Service schema i18n key is set","Execute set service schema i18n key Commandline interface",,"name_of_service|i18n_key"
