"object-group",object,description
ltmTcpProfileGroup,ltmTcpProfileMptcpJoinmax,"Specifies the maximum number of simultaneous join attempts on a given flow. Default value is 5. Maximum value is 20."
ltmTcpProfileGroup,ltmTcpProfileMptcpNojoindssack,"The state that, when true, the no DSS option is sent on the JOIN ACK."
ltmTcpProfileGroup,ltmTcpProfileMptcpRtomax,"Specifies the number of RTOs before declaring subflow dead. Default value is 5. Maximum value is 12. Minimum value is 3."
ltmTcpProfileGroup,ltmTcpProfileMptcpRxmitmin,"Specifies the minimum value (in milliseconds) of retransmission timer for these MPTCP flows. Default value is 1000. Maximum value is 5000. Minimum value is 200."
ltmTcpProfileGroup,ltmTcpProfileMptcpSubflowmax,"Specifies the maximum number of MPTCP subflows for a single flow. Default value is 6. Maximum value is 10."
ltmTcpProfileGroup,ltmTcpProfileMptcpMakeafterbreak,"The state that, when true, causes after break functionality allowing for Long-Lived MPTCP sessions."
ltmTcpProfileGroup,ltmTcpProfileMptcpTimeout,"Specifies the timeout value to discard long-lived sessions that do not have an active flow. Default value is 3600 sec. Maximum value is 36000 sec."
ltmTcpProfileGroup,ltmTcpProfileMptcpFastjoin,"The state that, when true, enables FAST join, allowing data to be sent on the MP_JOIN SYN, which can allow a server response to occur in parallel with the JOIN."
ltmTcpProfileGroup,ltmTcpProfileEarlyRetransmit,"The state that if true, enables support for RFC5827 Early Retransmit."
ltmTcpProfileGroup,ltmTcpProfileTailLossProbe,"The state that if true, enables support for Tail Loss Probe."
ltmTcpProfileStatGroup,ltmTcpProfileStatResetStats,"The action to reset resettable statistics data in ltmTcpProfileStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmTcpProfileStatGroup,ltmTcpProfileStatNumber,"The number of ltmTcpProfileStat entries in the table."
ltmTcpProfileStatGroup,ltmTcpProfileStatName,"The name of a TCP profile."
ltmTcpProfileStatGroup,ltmTcpProfileStatOpen,"The number of current open connections."
ltmTcpProfileStatGroup,ltmTcpProfileStatCloseWait,"The number of current connections in CLOSE-WAIT/LAST-ACK."
ltmTcpProfileStatGroup,ltmTcpProfileStatFinWait,"The number of current connections in FIN-WAIT/CLOSING."
ltmTcpProfileStatGroup,ltmTcpProfileStatTimeWait,"The number of current connections in TIME-WAIT."
ltmTcpProfileStatGroup,ltmTcpProfileStatAccepts,"The number of connections accepted."
ltmTcpProfileStatGroup,ltmTcpProfileStatAcceptfails,"The number of connections not accepted."
ltmTcpProfileStatGroup,ltmTcpProfileStatConnects,"The number of connections established."
ltmTcpProfileStatGroup,ltmTcpProfileStatConnfails,"The number of connections failures."
ltmTcpProfileStatGroup,ltmTcpProfileStatExpires,"The number of connections expired due to idle timeout."
ltmTcpProfileStatGroup,ltmTcpProfileStatAbandons,"The number of connections abandoned connections due to retries/keep-alives."
ltmTcpProfileStatGroup,ltmTcpProfileStatRxrst,"The number of received RST."
ltmTcpProfileStatGroup,ltmTcpProfileStatRxbadsum,"The number of bad checksum."
ltmTcpProfileStatGroup,ltmTcpProfileStatRxbadseg,"The number of malformed segments."
ltmTcpProfileStatGroup,ltmTcpProfileStatRxooseg,"The number of out of order segments."
ltmTcpProfileStatGroup,ltmTcpProfileStatRxcookie,"The number of received SYN-cookies."
ltmTcpProfileStatGroup,ltmTcpProfileStatRxbadcookie,"The number of bad SYN-cookies."
ltmTcpProfileStatGroup,ltmTcpProfileStatSyncacheover,"The number of SYN-cache overflow."
ltmTcpProfileStatGroup,ltmTcpProfileStatTxrexmits,"The number of retransmitted segments."
ltmUdpProfileGroup,ltmUdpProfileNumber,"The number of ltmUdpProfile entries in the table."
ltmUdpProfileGroup,ltmUdpProfileName,"The name of a UDP profile."
ltmUdpProfileGroup,ltmUdpProfileConfigSource,"The state that specifies whether this is a base/pre-configured profile or user defined profile."
ltmUdpProfileGroup,ltmUdpProfileDefaultName,"The name of the profile from which the specified profile derives its attribute default values."
ltmUdpProfileGroup,ltmUdpProfileIdleTimeout,"The umber of seconds without traffic before a flow is eligible for deletion."
ltmUdpProfileGroup,ltmUdpProfileIpTosToClient,"The IP type of service set in packets sent to client. Default:None."
ltmUdpProfileGroup,ltmUdpProfileLinkQosToClient,"The link quality of service set in packets sent to client. Default:None."
ltmUdpProfileGroup,ltmUdpProfileDatagramLb,"The state indicating whether or not to load balance each UDP datagram separately."
ltmUdpProfileGroup,ltmUdpProfileAllowNoPayload,"The state indicating whether to not allow the passage of datagrams with no payload."
ltmUdpProfileStatGroup,ltmUdpProfileStatResetStats,"The action to reset resettable statistics data in ltmUdpProfileStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmUdpProfileStatGroup,ltmUdpProfileStatNumber,"The number of ltmUdpProfileStat entries in the table."
ltmUdpProfileStatGroup,ltmUdpProfileStatName,"The name of a UDP profile."
ltmUdpProfileStatGroup,ltmUdpProfileStatOpen,"The number of current open connections."
ltmUdpProfileStatGroup,ltmUdpProfileStatAccepts,"The number of connections accepted."
ltmUdpProfileStatGroup,ltmUdpProfileStatAcceptfails,"The number of connections not accepted."
ltmUdpProfileStatGroup,ltmUdpProfileStatConnects,"The number of connections established."
ltmUdpProfileStatGroup,ltmUdpProfileStatConnfails,"The number of connections failures."
ltmUdpProfileStatGroup,ltmUdpProfileStatExpires,"The number of connections expired due to idle timeout."
ltmUdpProfileStatGroup,ltmUdpProfileStatRxdgram,"The number of received datagrams."
ltmUdpProfileStatGroup,ltmUdpProfileStatRxbaddgram,"The number of malformed datagrams."
ltmUdpProfileStatGroup,ltmUdpProfileStatRxunreach,"The number of received ICMP un-reached."
ltmUdpProfileStatGroup,ltmUdpProfileStatRxbadsum,"The number of bad checksum."
ltmUdpProfileStatGroup,ltmUdpProfileStatRxnosum,"The number of no checksum."
ltmUdpProfileStatGroup,ltmUdpProfileStatTxdgram,"The number of transmitted datagrams."
ltmRuleGroup,ltmRuleNumber,"The number of ltmRule entries in the table."
ltmRuleGroup,ltmRuleName,"The name of a rule."
ltmRuleGroup,ltmRuleDefinition,"Deprecated! The definition of the specified rule."
ltmRuleGroup,ltmRuleConfigSource,"The type of rule that the specified rule is associating with. It is either a base/pre-configured rule or user defined rule."
ltmRuleEventGroup,ltmRuleEventNumber,"The number of ltmRuleEvent entries in the table."
ltmRuleEventGroup,ltmRuleEventName,"The name of a rule."
ltmRuleEventGroup,ltmRuleEventEventType,"The event type which the rule is used for."
ltmRuleEventGroup,ltmRuleEventPriority,"The execution priority of this rule event."
ltmRuleEventGroup,ltmRuleEventScript,"Deprecated! The TCL script for this rule event."
ltmRuleEventStatGroup,ltmRuleEventStatResetStats,"The action to reset resettable statistics data in ltmRuleEventStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmRuleEventStatGroup,ltmRuleEventStatNumber,"The number of ltmRuleEventStat entries in the table."
ltmRuleEventStatGroup,ltmRuleEventStatName,"The name of a rule."
ltmRuleEventStatGroup,ltmRuleEventStatEventType,"The type of the event associated with the specified rule."
ltmRuleEventStatGroup,ltmRuleEventStatPriority,"The rule execution priority."
ltmRuleEventStatGroup,ltmRuleEventStatFailures,"The number of failures for executing the specified rule."
ltmRuleEventStatGroup,ltmRuleEventStatAborts,"The number of aborts when executing the specified rule."
ltmRuleEventStatGroup,ltmRuleEventStatTotalExecutions,"The total number of event executions for the specified rule."
ltmRuleEventStatGroup,ltmRuleEventStatAvgCycles,"The average of cycles spent during an execution of the specified rule event."
ltmRuleEventStatGroup,ltmRuleEventStatMaxCycles,"The maximum of cycles spent during an execution of the specified rule event."
ltmRuleEventStatGroup,ltmRuleEventStatMinCycles,"The minimum of cycles spent during an execution of the specified rule event."
ltmSnatGroup,ltmSnatNumber,"The number of ltmSnat entries in the table."
ltmSnatGroup,ltmSnatName,"The name of a SNAT. It is a named object in the definition of a standard or a selective SNAT. Standard SNATs translate to a single address, while selective SNATs translate to a pool of translation addresses."
ltmSnatGroup,ltmSnatSfFlags,"The state indicating whether connection mirroring is enabled or not for the specified SNAT."
ltmSnatGroup,ltmSnatType,"The translation type of the specified SNAT: none - No SNAT (invalid default); transaddr - The SNAT uses a single translation address; snatpool - The SNAT uses a SNAT pool of translation addresses; automap - The SNAT uses self IP addresses."
ltmSnatGroup,ltmSnatTransAddrType,"The IP address type of ltmSnatTransAddr."
ltmSnatGroup,ltmSnatTransAddr,"The translation address used by the specified SNAT if the SNAT translates to a translation address. It is interpreted within the context of a ltmSnatTransAddrType value."
ltmSnatGroup,ltmSnatSnatpoolName,"The name of a SNAT pool, which is a pool of SNAT translation addresses. It is used by the specified SNAT if the SNAT translates to a pool."
ltmSnatGroup,ltmSnatListedEnabledVlans,"The state indicating whether associated VLANs are SNAT enabled or not. The associated VLANs are listed in ltmSnatVlanTable."
ltmSnatGroup,ltmSnatTransAddrName,"Translation Name."
ltmSnatStatGroup,ltmSnatStatResetStats,"The action to reset resettable statistics data in ltmSnatStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmSnatStatGroup,ltmSnatStatNumber,"The number of ltmSnatStat entries in the table."
ltmSnatStatGroup,ltmSnatStatName,"The name of a SNAT."
ltmSnatStatGroup,ltmSnatStatClientPktsIn,"The number of packets received from client-side."
ltmSnatStatGroup,ltmSnatStatClientBytesIn,"The number of bytes received from client-side."
ltmSnatStatGroup,ltmSnatStatClientPktsOut,"The number of packets sent to client-side."
ltmSnatStatGroup,ltmSnatStatClientBytesOut,"The number of bytes sent to client-side."
ltmSnatStatGroup,ltmSnatStatClientMaxConns,"The maximum connections from client-side."
ltmSnatStatGroup,ltmSnatStatClientTotConns,"The total connections from client-side."
ltmSnatStatGroup,ltmSnatStatClientCurConns,"The current connections from client-side."
ltmSnatVlanGroup,ltmSnatVlanNumber,"The number of ltmSnatVlan entries in the table."
ltmSnatVlanGroup,ltmSnatVlanSnatName,"The name of a SNAT."
ltmSnatVlanGroup,ltmSnatVlanVlanName,"The name of a VLAN associated with the specified SNAT. Only when ltmSnatListedEnabledVlans is set to enable, SNAT is enabled on the VLAN. "
ltmSnatOrigAddrGroup,ltmSnatOrigAddrNumber,"The number of ltmSnatOrigAddr entries in the table."
ltmSnatOrigAddrGroup,ltmSnatOrigAddrSnatName,"The name of a SNAT."
ltmSnatOrigAddrGroup,ltmSnatOrigAddrAddrType,"The IP address type of ltmSnatOrigAddrAddr."
ltmSnatOrigAddrGroup,ltmSnatOrigAddrAddr,"The original client address associated with the specified SNAT. It is interpreted within the context of a ltmSnatOrigAddrAddrType value."
ltmSnatOrigAddrGroup,ltmSnatOrigAddrWildmaskType,"The IP address type of ltmSnatOrigWidemask."
ltmSnatOrigAddrGroup,ltmSnatOrigAddrWildmask,"The wildcard netmask associated with the specified SNAT original address. It is interpreted within the context of a ltmSnatOrigAddrWidemaskType value."
ltmTransAddrGroup,ltmTransAddrNumber,"The number of ltmTransAddr entries in the table."
ltmTransAddrGroup,ltmTransAddrAddrType,"The IP address type of ltmTransAddrAddr."
ltmTransAddrGroup,ltmTransAddrAddr,"The SNAT translation address for use as a server-side client address on the server-side. It is interpreted within the context of an ltmTransAddrAddrType value."
ltmTransAddrGroup,ltmTransAddrEnabled,"The state indicating whether the specified SNAT translation address is enabled or not."
ltmTransAddrGroup,ltmTransAddrConnLimit,"The maximum number of connections the specified SNAT translation address is allowed to have open at one time."
ltmTransAddrGroup,ltmTransAddrTcpIdleTimeout,"The TCP idle timeout (in seconds) of the SNAT specified translation address."
ltmTransAddrGroup,ltmTransAddrUdpIdleTimeout,"The UDP idle timeout (in seconds) of the specified SNAT translation address."
ltmTransAddrGroup,ltmTransAddrIpIdleTimeout,"The IP idle timeout (in seconds) of the specified SNAT translation address."
