capability,capability_description,name,dashboard,domain,icon,practice_description,expanded_guidance,visible,level
Cryptographic fundamentals,Encrypting data at rest,ISM-0459,CRYPT_0459_ism,Guidelines for Cryptography,,"Full disk encryption, or partial encryption where access controls will only allow writing to the encrypted partition, is implemented when encrypting data at rest.",,TRUE,O-P-S-TS
Cryptographic fundamentals,Encrypting data in transit,ISM-0469,CRYPT_0469_ism,Guidelines for Cryptography,,An ASD-Approved Cryptographic Protocol (AACP) or high assurance cryptographic protocol is used to protect data when communicated over network infrastructure.,,TRUE,O-P-S-TS
Cryptographic fundamentals,Encrypting data in transit,ISM-0465,CRYPT_0465_ism,Guidelines for Cryptography,,"Cryptographic equipment or software that has completed a Common Criteria evaluation against a Protection Profile is used to protect OFFICIAL: Sensitive or PROTECTED data when communicated over insufficiently secure networks, outside of appropriately secure areas or via public network infrastructure.",,TRUE,O-P
Cryptographic fundamentals,Encrypting data in transit,ISM-0467,CRYPT_0467_ism,Guidelines for Cryptography,,"ASD-approved HACE is used to protect SECRET and TOP SECRET data when communicated over insufficiently secure networks, outside of appropriately secure areas or via public network infrastructure.",,TRUE,S-TS
Cryptographic fundamentals,Data recovery,ISM-0455,CRYPT_0455_ism,Guidelines for Cryptography,,"Where practical, cryptographic equipment and software provides a means of data recovery to allow for circumstances where the encryption key is unavailable due to loss, damage or failure.",,TRUE,O-P-S-TS
Cryptographic fundamentals,Handling encrypted ICT equipment and media,ISM-0462,CRYPT_0462_ism,Guidelines for Cryptography,,"When a user authenticates to the encryption functionality of ICT equipment or media, it is treated in accordance with its original sensitivity or classification until the user deauthenticates from the encryption functionality.",,TRUE,O-P-S-TS
Cryptographic fundamentals,Transporting cryptographic equipment,ISM-0501,CRYPT_0501_ism,Guidelines for Cryptography,,Keyed cryptographic equipment is transported based on the sensitivity or classification of its keying material.,,TRUE,O-P-S-TS
Cryptographic fundamentals,Reporting cryptographic-related cyber security incidents,ISM-0142,CRYPT_0142_ism,Guidelines for Cryptography,,"The compromise or suspected compromise of cryptographic equipment or associated keying material is reported to an organisation's Chief Information Security Officer, or one of their delegates, as soon as possible after it occurs.",,TRUE,O-P-S-TS
Cryptographic fundamentals,Reporting cryptographic-related cyber security incidents,ISM-1091,CRYPT_1091_ism,Guidelines for Cryptography,,Keying material is changed when compromised or suspected of being compromised.,,TRUE,O-P-S-TS
ASD-Approved Cryptographic Algorithms,Using ASD-Approved Cryptographic Algorithms,ISM-0471,CRYPT_0471_ism,Guidelines for Cryptography,,Only AACAs or high assurance cryptographic algorithms are used by cryptographic equipment and software.,,TRUE,O-P-S-TS
ASD-Approved Cryptographic Algorithms,Asymmetric/public key algorithms,ISM-0994,CRYPT_0994_ism,Guidelines for Cryptography,,ECDH and ECDSA are used in preference to DH and DSA.,,TRUE,O-P-S-TS
ASD-Approved Cryptographic Algorithms,Using Diffie-Hellman,ISM-0472,CRYPT_0472_ism,Guidelines for Cryptography,,"When using DH for agreeing on encryption session keys, a modulus of at least 2048 bits is used, preferably 3072 bits.",,TRUE,O-P
ASD-Approved Cryptographic Algorithms,Using Diffie-Hellman,ISM-1759,CRYPT_1759_ism,Guidelines for Cryptography,,"When using DH for agreeing on encryption session keys, a modulus of at least 3072 bits is used, preferably 3072 bits.",,TRUE,S-TS
ASD-Approved Cryptographic Algorithms,Using Diffie-Hellman,ISM-1629,CRYPT_1629_ism,Guidelines for Cryptography,,"When using DH for agreeing on encryption session keys, a modulus and associated parameters are selected according to NIST SP 800-56A Rev. 3.",,TRUE,O-P-S-TS
ASD-Approved Cryptographic Algorithms,Using the Digital Signature Algorithm,ISM-0473,CRYPT_0473_ism,Guidelines for Cryptography,,"When using DSA for digital signatures, a modulus of at least 2048 bits is used.",,TRUE,O-P
ASD-Approved Cryptographic Algorithms,Using the Digital Signature Algorithm,ISM-1630,CRYPT_1630_ism,Guidelines for Cryptography,,"When using DSA for digital signatures, a modulus and associated parameters are generated according to FIPS 186-4.",,TRUE,O-P
ASD-Approved Cryptographic Algorithms,Using the Digital Signature Algorithm,ISM-1760,CRYPT_1760_ism,Guidelines for Cryptography,,DSA is not used for digital signatures.,,TRUE,S-TS
ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Cryptography,ISM-1446,CRYPT_1446_ism,Guidelines for Cryptography,,"When using elliptic curve cryptography, a curve from FIPS 186-4 is used.",,TRUE,O-P-S-TS
ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Diffie-Hellman,ISM-0474,CRYPT_0474_ism,Guidelines for Cryptography,,"When using ECDH for agreeing on encryption session keys, a base point order and key size of at least 224 bits is used, preferably the NIST P-384 curve.",,TRUE,O-P
ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Diffie-Hellman,ISM-1761,CRYPT_1761_ism,Guidelines for Cryptography,,"When using ECDH for agreeing on encryption session keys, NIST P-256, P-384 or P-521 curves are used, preferably the NIST P-384 curve.",,TRUE,S
ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Diffie-Hellman,ISM-1762,CRYPT_1762_ism,Guidelines for Cryptography,,"When using ECDH for agreeing on encryption session keys, NIST P-384 or P-521 curves are used, preferably the NIST P-384 curve.",,TRUE,TS
ASD-Approved Cryptographic Algorithms,Using the Elliptic Curve Digital Signature Algorithm,ISM-0475,CRYPT_0475_ism,Guidelines for Cryptography,,"When using ECDSA for digital signatures, a base point order and key size of at least 224 bits is used, preferably the P-384 curve.",,TRUE,O-P
ASD-Approved Cryptographic Algorithms,Using the Elliptic Curve Digital Signature Algorithm,ISM-1763,CRYPT_1763_ism,Guidelines for Cryptography,,"When using ECDSA for digital signatures, NIST P-256, P-384 or P-521 curves are used, preferably the NIST P-384 curve.",,TRUE,S
ASD-Approved Cryptographic Algorithms,Using the Elliptic Curve Digital Signature Algorithm,ISM-1764,CRYPT_1764_ism,Guidelines for Cryptography,,"When using ECDSA for digital signatures, NIST P-384 or P-521 curves are used, preferably the NIST P-384 curve.",,TRUE,TS
ASD-Approved Cryptographic Algorithms,Using Rivest-Shamir-Adleman,ISM-0476,CRYPT_0476_ism,Guidelines for Cryptography,,"When using RSA for digital signatures, and passing encryption session keys or similar keys, a modulus of at least 2048 bits is used, preferably 3072 bits.",,TRUE,O-P
ASD-Approved Cryptographic Algorithms,Using Rivest-Shamir-Adleman,ISM-1765,CRYPT_1765_ism,Guidelines for Cryptography,,"When using RSA for digital signatures, and passing encryption session keys or similar keys, a modulus of at least 3072 bits is used, preferably 3072 bits.",,TRUE,S-TS
ASD-Approved Cryptographic Algorithms,Using Rivest-Shamir-Adleman,ISM-0477,CRYPT_0477_ism,Guidelines for Cryptography,,"When using RSA for digital signatures, and for passing encryption session keys or similar keys, a different key pair is used for digital signatures and passing encrypted session keys.",,TRUE,O-P-S-TS
ASD-Approved Cryptographic Algorithms,Using hashing algorithms,ISM-1766,CRYPT_1766_ism,Guidelines for Cryptography,,"When using SHA-2 for hashing, an output size of at least 224 bits is used, preferably SHA-384.",,TRUE,O-P
ASD-Approved Cryptographic Algorithms,Using hashing algorithms,ISM-1767,CRYPT_1767_ism,Guidelines for Cryptography,,"When using SHA-2 for hashing, an output size of at least 256 bits is used, preferably SHA-384.",,TRUE,S
ASD-Approved Cryptographic Algorithms,Using hashing algorithms,ISM-1768,CRYPT_1768_ism,Guidelines for Cryptography,,"When using SHA-2 for hashing, an output size of at least 384 bits is used, preferably SHA-384.",,TRUE,TS
ASD-Approved Cryptographic Algorithms,Using symmetric encryption algorithms,ISM-1769,CRYPT_1769_ism,Guidelines for Cryptography,,"When using AES for encryption, AES-128, AES-192 or AES-256 is used, preferably AES-256.",,TRUE,O-P-S
ASD-Approved Cryptographic Algorithms,Using symmetric encryption algorithms,ISM-1770,CRYPT_1770_ism,Guidelines for Cryptography,,"When using AES for encryption, AES-192 or AES-256 is used, preferably AES-256.",,TRUE,TS
ASD-Approved Cryptographic Algorithms,Using symmetric encryption algorithms,ISM-0479,CRYPT_0479_ism,Guidelines for Cryptography,,Symmetric cryptographic algorithms are not used in Electronic Codebook Mode.,,TRUE,O-P-S-TS
