fisma,rmf,cmmc,dfars,omb,cis,caf,ism,e8,aescsf
"RA-9",,,,,,,,,"TVM-1I: Identify and Respond to Threats"
"PM-12",,,,,,,,,"TVM-1J: Identify and Respond to Threats"
"PM-16",,,,,,,,,"TVM-1J: Identify and Respond to Threats"
"RA-10",,,,,,,,,"TVM-1J: Identify and Respond to Threats"
"RA-3",,,,,,,,,"TVM-1J: Identify and Respond to Threats"
"SI-5",,,,,,,,,"TVM-1J: Identify and Respond to Threats"
"CA-2",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"CA-5",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"CA-8",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"PM-15",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"PM-16",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"PM-4",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"RA-10",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"SA-11",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"SA-5",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"SI-2",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"SI-5",,,,,,,,,"TVM-2A: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"CA-5",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"CA-8",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"PM-15",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"PM-16",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"PM-4",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"RA-10",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"SA-11",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"SA-5",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"SI-2",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"SI-5",,,,,,,,,"TVM-2B: Reduce Cyber Security Vulnerabilities"
"AC-4",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"AC-5",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"AC-6",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"AU-13",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"AU-4",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"CP-2",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"MP-2",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"MP-3",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"MP-4",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"MP-5",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"MP-6",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"MP-7",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"MP-8",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"PE-11",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"PE-19",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"PS-6",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"RA-7",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"SC-11",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"SC-28",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"SC-5",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"SC-7",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"SC-8",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2C: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"CA-5",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"CA-8",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"PM-15",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"PM-16",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"PM-4",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"RA-10",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"SA-11",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"SA-5",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"SI-2",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"SI-5",,,,,,,,,"TVM-2D: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"CA-5",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"CA-8",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"PM-15",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"PM-4",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"SA-11",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"SA-5",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"SI-2",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"SI-5",,,,,,,,,"TVM-2E: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"CA-5",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"CA-8",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"PM-15",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"PM-4",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"RA-7",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"SA-11",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"SA-5",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"SI-2",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"SI-5",,,,,,,,,"TVM-2F: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2G: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2G: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2G: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2G: Reduce Cyber Security Vulnerabilities"
"RA-7",,,,,,,,,"TVM-2G: Reduce Cyber Security Vulnerabilities"
"CM-3",,,,,,,,,"TVM-2H: Reduce Cyber Security Vulnerabilities"
"CM-4",,,,,,,,,"TVM-2H: Reduce Cyber Security Vulnerabilities"
"SA-10",,,,,,,,,"TVM-2H: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"CA-5",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"CA-8",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"PM-15",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"PM-4",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"SA-11",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"SA-5",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"SI-2",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"SI-5",,,,,,,,,"TVM-2I: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"CA-5",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"CA-8",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"PM-15",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"PM-4",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"RA-7",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"SA-11",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"SA-5",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"SI-2",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"SI-5",,,,,,,,,"TVM-2J: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"CA-5",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"CA-8",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"PM-15",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"PM-4",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"SA-11",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"SA-5",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"SI-2",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"SI-5",,,,,,,,,"TVM-2K: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"CA-5",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"CA-8",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"PM-15",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"PM-4",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"SA-11",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"SA-5",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"SI-2",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"SI-5",,,,,,,,,"TVM-2L: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"CA-5",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"CA-8",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"PM-15",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"PM-16",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"PM-28",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"PM-4",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"RA-2",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"RA-7",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"SA-11",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"SA-5",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"SI-2",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"SI-5",,,,,,,,,"TVM-2M: Reduce Cyber Security Vulnerabilities"
"AC-4",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"AC-5",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"AC-6",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"AU-13",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"CA-2",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"CA-7",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"PE-19",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"PS-6",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"RA-3",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"RA-5",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"RA-7",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"SC-7",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"SI-4",,,,,,,,,"TVM-2N: Reduce Cyber Security Vulnerabilities"
"AT-3",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"CA-2",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"CA-7",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"CP-2",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"CP-3",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"IR-2",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"PM-1",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"PM-13",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"PM-14",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"PM-2",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"PM-29",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"PS-7",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"PS-9",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"SA-9",,,,,,,,,"WM-1A: Assign Cyber Security Responsibilities"
"AT-3",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"CP-2",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"CP-3",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"IR-2",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"PM-1",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"PM-13",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"PM-2",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"PM-29",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"PS-7",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"PS-9",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"SA-9",,,,,,,,,"WM-1B: Assign Cyber Security Responsibilities"
"AT-3",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"CP-2",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"CP-3",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"IR-2",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"PM-1",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"PM-13",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"PM-2",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"PM-29",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"PS-7",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"PS-9",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"SA-9",,,,,,,,,"WM-1C: Assign Cyber Security Responsibilities"
"AT-3",,,,,,,,,"WM-1D: Assign Cyber Security Responsibilities"
"CA-2",,,,,,,,,"WM-1D: Assign Cyber Security Responsibilities"
"CA-7",,,,,,,,,"WM-1D: Assign Cyber Security Responsibilities"
"CP-3",,,,,,,,,"WM-1D: Assign Cyber Security Responsibilities"
"IR-2",,,,,,,,,"WM-1D: Assign Cyber Security Responsibilities"
"PM-13",,,,,,,,,"WM-1D: Assign Cyber Security Responsibilities"
"PM-14",,,,,,,,,"WM-1D: Assign Cyber Security Responsibilities"
"PS-7",,,,,,,,,"WM-1D: Assign Cyber Security Responsibilities"
"SA-9",,,,,,,,,"WM-1D: Assign Cyber Security Responsibilities"
"AT-3",,,,,,,,,"WM-1E: Assign Cyber Security Responsibilities"
"CP-3",,,,,,,,,"WM-1E: Assign Cyber Security Responsibilities"
"IR-2",,,,,,,,,"WM-1E: Assign Cyber Security Responsibilities"
"PM-1",,,,,,,,,"WM-1E: Assign Cyber Security Responsibilities"
"PM-13",,,,,,,,,"WM-1E: Assign Cyber Security Responsibilities"
"PM-2",,,,,,,,,"WM-1E: Assign Cyber Security Responsibilities"
"PM-29",,,,,,,,,"WM-1E: Assign Cyber Security Responsibilities"
"PS-7",,,,,,,,,"WM-1E: Assign Cyber Security Responsibilities"
"PS-9",,,,,,,,,"WM-1E: Assign Cyber Security Responsibilities"
"SA-9",,,,,,,,,"WM-1E: Assign Cyber Security Responsibilities"
"AT-3",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"CA-2",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"CA-7",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"CP-3",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"IR-2",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"PM-1",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"PM-13",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"PM-14",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"PM-2",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"PM-29",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"PS-7",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"PS-9",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"SA-9",,,,,,,,,"WM-1F: Assign Cyber Security Responsibilities"
"AT-3",,,,,,,,,"WM-1G: Assign Cyber Security Responsibilities"
"CP-3",,,,,,,,,"WM-1G: Assign Cyber Security Responsibilities"
"IR-2",,,,,,,,,"WM-1G: Assign Cyber Security Responsibilities"
"PM-1",,,,,,,,,"WM-1G: Assign Cyber Security Responsibilities"
"PM-13",,,,,,,,,"WM-1G: Assign Cyber Security Responsibilities"
"PM-2",,,,,,,,,"WM-1G: Assign Cyber Security Responsibilities"
"PM-29",,,,,,,,,"WM-1G: Assign Cyber Security Responsibilities"
"PS-7",,,,,,,,,"WM-1G: Assign Cyber Security Responsibilities"
"PS-9",,,,,,,,,"WM-1G: Assign Cyber Security Responsibilities"
"SA-9",,,,,,,,,"WM-1G: Assign Cyber Security Responsibilities"
"PS-1",,,,,,,,,"WM-2A: Control the Workforce Life Cycle"
"PS-2",,,,,,,,,"WM-2A: Control the Workforce Life Cycle"
"PS-3",,,,,,,,,"WM-2A: Control the Workforce Life Cycle"
"PS-4",,,,,,,,,"WM-2A: Control the Workforce Life Cycle"
"PS-5",,,,,,,,,"WM-2A: Control the Workforce Life Cycle"
"PS-6",,,,,,,,,"WM-2A: Control the Workforce Life Cycle"
"PS-7",,,,,,,,,"WM-2A: Control the Workforce Life Cycle"
"PS-8",,,,,,,,,"WM-2A: Control the Workforce Life Cycle"
"PS-9",,,,,,,,,"WM-2A: Control the Workforce Life Cycle"
"SA-21",,,,,,,,,"WM-2A: Control the Workforce Life Cycle"
"PS-1",,,,,,,,,"WM-2B: Control the Workforce Life Cycle"
"PS-2",,,,,,,,,"WM-2B: Control the Workforce Life Cycle"
"PS-3",,,,,,,,,"WM-2B: Control the Workforce Life Cycle"
"PS-4",,,,,,,,,"WM-2B: Control the Workforce Life Cycle"
"PS-5",,,,,,,,,"WM-2B: Control the Workforce Life Cycle"
"PS-6",,,,,,,,,"WM-2B: Control the Workforce Life Cycle"
"PS-7",,,,,,,,,"WM-2B: Control the Workforce Life Cycle"
"PS-8",,,,,,,,,"WM-2B: Control the Workforce Life Cycle"
"PS-9",,,,,,,,,"WM-2B: Control the Workforce Life Cycle"
"SA-21",,,,,,,,,"WM-2B: Control the Workforce Life Cycle"
"PS-1",,,,,,,,,"WM-2C: Control the Workforce Life Cycle"
"PS-2",,,,,,,,,"WM-2C: Control the Workforce Life Cycle"
"PS-3",,,,,,,,,"WM-2C: Control the Workforce Life Cycle"
"PS-4",,,,,,,,,"WM-2C: Control the Workforce Life Cycle"
"PS-5",,,,,,,,,"WM-2C: Control the Workforce Life Cycle"
"PS-6",,,,,,,,,"WM-2C: Control the Workforce Life Cycle"
"PS-7",,,,,,,,,"WM-2C: Control the Workforce Life Cycle"
"PS-8",,,,,,,,,"WM-2C: Control the Workforce Life Cycle"
"PS-9",,,,,,,,,"WM-2C: Control the Workforce Life Cycle"
"SA-21",,,,,,,,,"WM-2C: Control the Workforce Life Cycle"
"PM-1",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PM-2",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PM-29",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PS-1",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PS-2",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PS-3",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PS-4",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PS-5",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PS-6",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PS-7",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PS-8",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PS-9",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"SA-21",,,,,,,,,"WM-2D: Control the Workforce Life Cycle"
"PS-1",,,,,,,,,"WM-2E: Control the Workforce Life Cycle"
"PS-2",,,,,,,,,"WM-2E: Control the Workforce Life Cycle"
"PS-3",,,,,,,,,"WM-2E: Control the Workforce Life Cycle"
"PS-4",,,,,,,,,"WM-2E: Control the Workforce Life Cycle"
"PS-5",,,,,,,,,"WM-2E: Control the Workforce Life Cycle"
"PS-6",,,,,,,,,"WM-2E: Control the Workforce Life Cycle"
"PS-7",,,,,,,,,"WM-2E: Control the Workforce Life Cycle"
"PS-8",,,,,,,,,"WM-2E: Control the Workforce Life Cycle"
"PS-9",,,,,,,,,"WM-2E: Control the Workforce Life Cycle"
"SA-21",,,,,,,,,"WM-2E: Control the Workforce Life Cycle"
"PS-1",,,,,,,,,"WM-2G: Control the Workforce Life Cycle"
"PS-2",,,,,,,,,"WM-2G: Control the Workforce Life Cycle"
"PS-3",,,,,,,,,"WM-2G: Control the Workforce Life Cycle"
"PS-4",,,,,,,,,"WM-2G: Control the Workforce Life Cycle"
"PS-5",,,,,,,,,"WM-2G: Control the Workforce Life Cycle"
"PS-6",,,,,,,,,"WM-2G: Control the Workforce Life Cycle"
"PS-7",,,,,,,,,"WM-2G: Control the Workforce Life Cycle"
"PS-8",,,,,,,,,"WM-2G: Control the Workforce Life Cycle"
"PS-9",,,,,,,,,"WM-2G: Control the Workforce Life Cycle"
"SA-21",,,,,,,,,"WM-2G: Control the Workforce Life Cycle"
"PS-1",,,,,,,,,"WM-2H: Control the Workforce Life Cycle"
"PS-2",,,,,,,,,"WM-2H: Control the Workforce Life Cycle"
"PS-3",,,,,,,,,"WM-2H: Control the Workforce Life Cycle"
"PS-4",,,,,,,,,"WM-2H: Control the Workforce Life Cycle"
"PS-5",,,,,,,,,"WM-2H: Control the Workforce Life Cycle"
"PS-6",,,,,,,,,"WM-2H: Control the Workforce Life Cycle"
"PS-7",,,,,,,,,"WM-2H: Control the Workforce Life Cycle"
"PS-8",,,,,,,,,"WM-2H: Control the Workforce Life Cycle"
"PS-9",,,,,,,,,"WM-2H: Control the Workforce Life Cycle"
"SA-21",,,,,,,,,"WM-2H: Control the Workforce Life Cycle"
"AT-2",,,,,,,,,"WM-3A: Develop Cyber Security Workforce"
"PM-13",,,,,,,,,"WM-3A: Develop Cyber Security Workforce"
"PM-14",,,,,,,,,"WM-3A: Develop Cyber Security Workforce"
"AT-2",,,,,,,,,"WM-3B: Develop Cyber Security Workforce"
"PM-13",,,,,,,,,"WM-3B: Develop Cyber Security Workforce"
