"srch_num","srch_nme","srch_tag","srch_cat","srch_des","srch_str","srch_sts"
"IA4S-029","Search Head Cluster Jobs that Skipped vs Succeeded analysis using the Insights App for Splunk data model","health,skips",Scheduler,"Search Head Cluster Jobs that Skipped vs Succeeded analysis using the Insights App for Splunk data model","| tstats SUMMARIESONLY=TRUE ALLOW_OLD_SUMMARIES=FALSE 

`tstats_internal`
    FROM DataModel=IA4S
    WHERE nodename=Search_Activity.Internal_Scheduler
    index=_internal
    AND Search_Activity.Internal_Scheduler.info2 IN (completed, skipped, deferred, delegated_remote_completion) 
    AND Search_Activity.Internal_Scheduler.search_type2 != ""*acceleration""
    earliest=-1d@d latest=-0d@d
    BY _time Search_Activity.Internal_Scheduler.search_id2 
| `drop_dm_object_name(Search_Activity.Internal_Scheduler)` 
| rename search_id2 As search_id , info AS status 
| fields _time host app concurrency_category concurrency_context concurrency_limit dispatch_time priority reason result_count total_run_time savedsearch_id savedsearch_name scheduled_time search_id search_type skipped_count status user window_time alert_actions event_message 
| timechart span=1h 
    count(eval(status==""delegated_remote_completion"")) AS SHC_COMP_EXEC
    count(eval(status==""skipped"")) AS Skipped_EXEC
    count(eval(status==""delegated_remote_completion"" OR status==""skipped"")) AS SHC_TOT_EXEC 
| eval Skip_Ratio = round ( ( Skipped_EXEC / SHC_TOT_EXEC ) * 100, 0) 
| fields - SHC_TOT_EXEC",
"IA4S-030","Report on scheduled jobs and normlize fields",skips,Scheduler,"Report on scheduled jobs and normalize fields","index=_internal sourcetype=scheduler 
| rex ""status=(?<status2>.*?),"" 
| rex ""(?<reason2>The maximum.*?),"" 
| eval reason=if(isnull(reason), reason2, reason) 
| eval search_id=case ( ISNOTNULL(search_id), search_id, ISNULL(sid) OR sid="""", savedsearch_id, true(), sid ) , savedsearch_name=IF(ISNULL(savedsearch_name) OR savedsearch_name="""" OR match(savedsearch_name, ""^_ACCELERATE_""), null(), savedsearch_name) 
| eval info = CASE ( 
    status2==""continued"", ""deferred"",
    status2==""delegated"", ""delegated"",
    status2==""delegated_scheduled"", ""delegated_scheduled"",
    status2==""delegated_remote"", ""delegated_remote"",
    status2==""delegated_remote_completion"", ""delegated_remote_completion"",
    status2==""delegated_remote_error"", ""delegated_remote_error"",
    status2==""delegated_waiting"", ""delegated_waiting"",
    status2==""dispatched"", ""dispatched"",
    status2==""max_pending"", ""max_pending"",
    status2==""max_running"", ""max_running"",
    status2==""skipped"", ""skipped"",
    status2==""success"", ""completed"",
    component=""SearchProcessMemoryTracker"", ""terminated"",
    component=""DispatchManager"", ""queued"",
    TRUE(), status2 ) 
| eval search_type = case ( 
    match(alert_actions, ""summary_index""), ""summary_indexing"",
    match(search_type, ""scheduled""), ""scheduled"",
    match(_raw, ""SavedSplunker"") AND (isnotnull(savedsearch_name2) OR savedsearch_name2=""""), ""scheduled"",
    match(search_type, ""datamodel_acceleration""), ""datamodel_acceleration"",
    (search_id2 LIKE ""DM_%"" OR savedsearch_name2 LIKE ""_ACCELERATE_DM%""), ""datamodel_acceleration"", 
    savedsearch_name2 LIKE ""_ACCELERATE_DM%"", ""datamodel_acceleration"",
    match(search_type, ""report_acceleration""), ""report_acceleration"",
    match(search_id2, ""^scheduler__"") OR match(search_id2, ""^scheduler__"") , ""scheduled"",
    search_id2 LIKE ""rt%"", ""realtime"",
    search_id2 LIKE ""subsearch%"", ""subsearch"",
    (search_id2 LIKE ""SummaryDirector%"" OR search_id2 LIKE ""summarize_SummaryDirector%""), ""summary_director"",
    true(), ""adhoc"") 
| fields _timecomponent search_id search_type info reason host app savedsearch_name concurrency_* user",
"IA4S-031","Report on Skipped vs Completed Job Executions with Cluster Wide Scheduler Concurrency and Number of Users on the cluster",skips,Scheduler,"| timechart span=1d eval(round(sum(ingestion_gb_idx),3)) by idx","`setup_summary_index_list` source=splunk_internal_scheduler_jobs_idx_summary_tracker earliest=-1d@d latest=-0d@d shcluster_label=* 
| timechart span=1h
    count(eval(status==""completed"")) AS COMP_EXEC
    count(eval(status==""skipped"")) AS Skipped_EXEC
    count(eval(status==""completed"" OR status==""skipped"" )) AS TOT_EXEC_K 
| eval Skip_Ratio = round ( ( Skipped_EXEC / TOT_EXEC_K ) * 100, 0), TOT_EXEC_K=round(TOT_EXEC_K/1000,3) 
| append 
    [ search `setup_summary_index_list` source=splunk_rest_admin_search_concurrency_settings_handler_sh_summary_data 
    | timechart Latest(max_hist_scheduled_searches) As Cluster_Wide_Scheduler_Concurrency Span=1h ] 
| append 
    [ search `setup_summary_index_list` source=splunk_audit_user_login_idx_summary_tracker 
    | timechart Dc(user) As Num_Users Span=1h ]",
"IA4S-032","Percentage of Daily License Usage","license,onprem",Licensing,"This Splunk search query will indicate the percentage of license used for the current day. This is already shown in the licensing tab under settings, however this query is extracted if you would want to use it within a dashboard or any other reason.","| rest /services/licenser/pools splunk_server=* 
| rename title AS Pool
| search [rest splunk_server=* /services/licenser/groups
| search is_active=1
| eval stack_id=stack_ids
| fields stack_id]
| eval quota=if(isnull(effective_quota),quota,effective_quota)
| eval ""% used""=round(used_bytes/quota*100,2)
| fields ""% used""",
"IA4S-033","Jobs changed in the last N days using the Insights App for Splunk summary Index","changes,health","Scheduled_Jobs","Jobs changed in the last N days using the Insights App for Splunk summary Index","`setup_summary_index_list` source=splunk_rest_saved_searches_sh_summary_data app!=insights_app_splunk shcluster_label=* is_scheduled=1 disabled=0 earliest=-30d@d 
| eval days_last_updated=round((now() - updated) / 86400 , 0) 
| stats count by shcluster_label app author savedsearch_name days_last_updated updated 
| `strftime_format(updated)` 
| where days_last_updated < 15",
"IA4S-034","Insights App for Splunk Btool Configuration Analysis Summary Indexing","btool,health","Configuration_Files","Insights App for Splunk Btool Configuration Analysis Summary Indexing","`setup_summary_index_list`  sourcetype=""splunk:config:btool:web"" earliest=-7d
| rex ""etc/((apps|manager-apps|peer-apps)/)?[^/]+/(default|local)/(?<file>\w+\.conf)\s+\[(?<stanza>.+?)\]"" 
| multikv noheader=t 
| rex ""(?<SPLUNK_HOME>.*?)/etc/(?<app_folder>apps|manager-apps|system|peer-apps)/((?<app>.*)/)?(?<directory>default|local)/(?<file>\w+\.conf)""",
"IA4S-035","Insights App for Splunk Job Execution Details including Insights App for Splunk DM in the last 24 hours",health,"Insights App for Splunk","Insights App for Splunk Job Execution Details including Insights App for Splunk DM in the last 24 hours","| tstats SUMMARIESONLY=TRUE ALLOW_OLD_SUMMARIES=FALSE 
latest(Search_Activity.Internal_Scheduler.dispatch_time2) AS dispatch_time
    latest(Search_Activity.Internal_Scheduler.scheduled_time) AS scheduled_time
    Max(Search_Activity.Internal_Scheduler.total_run_time2) AS max_run_time
    Latest(Search_Activity.Internal_Scheduler.search_type2) As search_type
    Values(Search_Activity.Internal_Scheduler.info2) AS info
    latest(Search_Activity.Internal_Scheduler.user2) AS user
    latest(Search_Activity.Internal_Scheduler.app2) As app
    values(host) as host
    FROM DataModel=IA4S
    WHERE nodename=Search_Activity.Internal_Scheduler
    index=_internal
    AND Search_Activity.Internal_Scheduler.app2 = ""*insights_app_splunk""
    AND Search_Activity.Internal_Scheduler.search_type2 IN (""datamodel_acceleration"", ""scheduled"")
    earliest=-0d@d
    BY Search_Activity.Internal_Scheduler.savedsearch_name2 
| `drop_dm_object_name(Search_Activity.Internal_Scheduler)` 
| rename savedsearch_name2 As savedsearch_name 
| eval savedsearch_name=if(search_type=""datamodel_acceleration"", ""Insights App for Splunk Data Model"", savedsearch_name) 
| convert ctime(dispatch_time) ctime(scheduled_time) 
| `get_shcluster_label(host)` 
| `get_saved_searches_info(shcluster_label,app,savedsearch_name)` 
| `cron_descriptor(cron_schedule)` 
| table shcluster_label savedsearch_name description dispatch_as dispatch_earliest_time dispatch_latest_time cron_schedule cron_schedule_described allow_skew scheduled_time dispatch_time user info max_run_time realtime_schedule",
"IA4S-036","Insights App for Splunk Macros List with details",macros,"Insights App for Splunk","Insights App for Splunk Macros List with details","| inputlookup splunk_rest_data_macros_sh_kv_store_lookup where app=""*insights_app_splunk"" 
| eval Macro_Class = case ( 
    match(title, ""_reference""), ""Gather Reference Info"", 
    match(title, ""_usage""), ""Gather Usage Info"", 
    match(title, ""^get_""), ""Gather Info"", 
    match(title, ""^rename_""), ""Fields Renames"", 
    match(title, ""^from_|^tstats_""), ""Get Data Model Data"", 
    match(title, ""^normalize_""), ""Normalize Fields"", 
    match(title, ""time""), ""Time Manipulation"", 
    match(title, ""^setup_""), ""Macros for Insights App for Splunk Setup Screen"", 
    match(title, ""^ia4s_""), ""Various Insights App for Splunk Macros"") 
| fillnull value=""Other Insights App for Splunk Macros"" Macro_Class 
| `strftime_format(updated)` 
| table shcluster_label title Macro_Class description args updated 
| sort 0 title 
| `rename_macros_fields`",
"IA4S-037","Insights App for Splunk Dashboard List with details",dashboards,"Insights App for Splunk","Insights App for Splunk Dashboard List with details","| inputlookup splunk_rest_data_ui_views_sh_kv_store_lookup where app=""*insights_app_splunk"" 
| eval Splunk_Tier = case ( match(label, ""IDX""), ""Indexer"", match(label, ""SH""), ""Search Head"", match(label, ""UF""), ""Forwarder"", true(), ""Other"") 
| table shcluster_label Splunk_Tier label description updated 
| `strftime_format(updated)` 
| `rename_dashboards_fields`",
"IA4S-038","Provides information and status for knowledge bundle replication cycles on a search head","knowledge_bundle,onprem","Search_Head","Provides information and status for knowledge bundle replication cycles on a search head.
Usage details
See Troubleshoot knowledge bundle replication in Distributed Search.
http://docs.splunk.com/Documentation/Splunk/8.0.8/DistSearch/Troubleshootknowledgebundlereplication","| rest /services/search/distributed/bundle/replication/cycles 
| table splunk_server title bundle_id current_bundle current_repl_start_time cycle_id delta_path is_repl_in_progress replicationPolicy",
"IA4S-039","Report on index buckets using dbinspect",dbinspect,Indexes,"| eval fsck=""splunk fsck repair --one-bucket --bucket-path="" . path","| dbinspect index=main bucketstate=all timeformat=""%m/%d/%Y %H:%M:%S"" corruptonly=f 
| convert ctime(*Epoch) 
| search state IN (*)
| table index id bucketId state splunk_server path eventCount sizeOnDiskMB startEpoch endEpoch modTime",
"IA4S-040","Duplicate Scheduled Searches - 4","duplicate,health","Scheduled_Jobs","searches for duplicate search based on length of SPL","| from lookup:splunk_rest_saved_searches_sh_kv_store_lookup 
| search disabled=""0"" is_scheduled=""1"" 
| eval ss_length=len(savedsearch_search)
| stats values(savedsearch_search) as savedsearch_search count as ss_count, values(shcluster_label) as shcluster_label, values(savedsearch_name) as savedsearch_name, values(author) as author, values(cron_schedule) as cron_schedule, values(app) as app, values(actions) as actions by ss_length 
| table savedsearch_name shcluster_label app author actions cron_schedule ss_length ss_count savedsearch_search",
"IA4S-041","Jobs that were disabled > 90 Days ago! (Please archive and Delete)",health,"Scheduled_Jobs","Jobs that were disabled > 90 Days ago! (Please archive and Delete)","`setup_summary_index_list` source=splunk_rest_saved_searches_sh_summary_data shcluster_label=""*"" disabled=1 earliest=-90d@d
| eval days_last_updated=round((now() - updated) / 86400 , 0) 
| stats Latest(updated) As updated by shcluster_label app author savedsearch_name days_last_updated 
| `strftime_format(updated)` 
| where days_last_updated > 90",
"IA4S-042","Jobs with Duplicate search strings","duplicate,health","Scheduled_Jobs","Jobs with Duplicate search strings","| from lookup:splunk_rest_saved_searches_sh_kv_store_lookup
| where is_scheduled=1 AND disabled=0 AND ! savedsearch_name LIKE ""%_ScheduledView_%""
| search NOT app IN (splunk_instance_monitoring)
| fields shcluster_label app author savedsearch_name savedsearch_search
| stats values(*) As * count by savedsearch_search
| where count > 1
| sort 0 - count
| table shcluster_label app author savedsearch_name count savedsearch_search",
"IA4S-043","License Usage by Index per Day",license,Licensing,"The following Splunk search query will output license usage for each index for each day for the week to date. It will also output an average for each index over the course of the given time period.","index=_internal source=*license_usage.log type=""Usage"" splunk_server=* earliest=-1w@d
| eval Date=strftime(_time, ""%Y/%m/%d"")
| eventstats sum(b) as volume by idx, Date
| eval MB=round(volume/1024/1024,5)
| timechart first(MB) AS volume by idx",
"IA4S-044","Report on Splunk Server Environment","assets,health,performance,ulimits",Infrastructure,"Generates a report on all configured Splunk Instances with complete detail information about the hardware specs","| from lookup:splunk_rest_assets_kv_store_lookup 
| eval isForwarding = if (match(Splunk_Roles, ""indexer""), ""N/A"", isForwarding) 
| eval Memory = round (physicalMemoryMB / 1024, 2) 
| table _time *_label Splunk_Instance serverName Splunk_Roles host* version build guid cpu_arch numberOfCores numberOfVirtualCores Memory os_* startup_time isForwarding ulimits_* ulimits_stack_size transparent_* appServerPorts dfsDisabled  enableSplunkWebSSL httpport kvStoreDisabled kvStorePort mgmtHostPort minFreeSpace sessionTimeout startwebserver trustedIP SPLUNK_* rtsearch_enabled mode manager_uri manager_guid kvStoreStatus *",
